order_id,order_date,order_time,order_status,shipping_cost,customer_id,customer_email,customer_first_name,customer_last_name,customer_phone,customer_age,customer_gender,customer_registration_date,customer_city,customer_state,product_id,product_name,product_category,product_subcategory,product_brand,product_cost,product_list_price,warehouse_id,warehouse_city,warehouse_state,warehouse_country,quantity_ordered,payment_method,payment_status,order_returned,payment_refunded,shipping_address_line1,shipping_address_line2,shipping_city,shipping_state,shipping_zip,shipping_country,shipping_method
34b2e567-68d3-42dd-85bb-256c7bebac6b,2024-02-19,18:08:30,shipped,0.71,907498fc-2316-42c3-9a55-f2e225937a2f,william.martin@gmail.com,William,Martin,7874318030,80,Other,2022/05/27,Boston,MA,PRD_335,Puma Yoga Equipment Classic,Sports,Yoga Equipment,Puma,292.38,464.26,WH_031,San Antonio,TX,US,3,paypal,success,yes,1,2761 Second Ave,Apt 812,Boston,MA,02110,US,standard
682645cd-4447-442b-b0d1-f95866f7f0ca,"March 30, 2024",22:31:21,pending,5.28,f634f571-231a-4539-9951-cf84a3761c0c,robert.smith@gmail.com,Robert,Smith,418-610-1960,42,M,31 December 2023,Phoenix,AZ,PRD_338,Nike Yoga Equipment Classic,Sports,Yoga Equipment,Nike,256.95,328.64,WH_024,Phoenix,AZ,US,7,apple_pay,failed,1,yes,2000 Second Ave,Apt 574,Phoenix,AZ,85010,US,overnight
9a11513c-2623-4dc2-8951-4f898271a558,"January 08, 2024",19:40:04,pending,3.25,3af9a413-a259-4b09-9864-95c9b58cc076,kenneth.scott@gmail.com,Kenneth,Scott,788-204-5277,44,Other,21-Feb-2021,Dallas,TX,PRD_358,Under Armour Cycling Deluxe,Sports,Cycling,Under Armour,86.54,111.73,WH_020,Houston,TX,US,1,debit_card,pending,yes,true,783 Park Rd,Apt 867,Dallas,TX,75208,US,standard
05abe9de-cf61-48b4-8be6-bf2d03e699cc,"January 06, 2024",08:59:17,shipped,0.79,8a22ba51-19c4-4c12-9f0b-0afc6af4ca4b,robert.sanchez@gmail.com,Robert,Sanchez,455.882.2684,67,Other,29-Mar-2021,New York,NY,PRD_239,Colgate Skincare Classic,Healthcare,Skincare,Colgate,116.84,194.7,WH_001,New York,NY,US,6,google_pay,success,1,yes,2100 First St,Apt 338,New York,NY,10002,US,overnight
7377b3e1-0ca6-423b-a128-f96b0088c90a,2024-02-09,19:32:14,delivered,1.17,59ea8b55-c260-4ed1-b2e3-9d35b5e70834,mark.torres@gmail.com,Mark,Torres,883.299.2404,69,Other,29 April 2022,Phoenix,AZ,PRD_477,General Mills Spice Deluxe,Groceries,Spices,General Mills,11.61,19.68,WH_044,Dallas,TX,US,9,credit_card,success,1,true,6699 Cedar Ave,Apt 250,Phoenix,AZ,85001,US,standard
e1cddb68-91dd-4cb6-9b6a-26014ca8ee2f,16 March 2024,10:58:15,pending,4.29,3d77c1c4-ee54-4c36-96e7-52ff63c32bc0,william.taylor@gmail.com,William,Taylor,(814) 519-6761,54,Other,"Jul 05, 2022",Boston,MA,PRD_205,Cetaphil Personal Care Classic,Healthcare,Personal Care,Cetaphil,4.89,8.65,WH_044,Dallas,TX,US,7,debit_card,pending,true,true,9248 Park Rd,Apt 158,Boston,MA,02103,US,overnight
e9585b4e-c1df-41f9-8d7e-ae830de33b16,2024/03/14,11:19:12,pending,5.58,b6ffe951-32e9-4543-98da-cc2faa5a7219,anthony.thomas@gmail.com,Anthony,Thomas,+17326227102,80,Other,"April 18, 2022",Chicago,IL,PRD_076,Dell Refrigerator Pro,Electronics,Refrigerators,Dell,436.08,759.46,WH_012,Chicago,IL,US,10,credit_card,pending,yes,yes,6453 Cedar Ave,Apt 675,Chicago,IL,60613,US,standard
ab43db0a-106b-443a-ac9f-c6c78ea84abf,2024-03-23,16:43:26,pending,1.64,ee24b654-45ec-4263-b962-8aba58339ae3,dennis.baker@gmail.com,Dennis,Baker,421.975.1448,64,Other,23-Nov-2022,Denver,CO,PRD_431,Kellogg Snack Premium,Groceries,Snacks,Kellogg,16.96,31.9,WH_006,Los Angeles,CA,US,5,paypal,pending,0,false,4192 Maple St,,Denver,CO,80209,US,express
7a7afcdd-6112-454d-ad15-b368425acaec,2024-02-10,19:27:42,cancelled,8.88,cd59e1ab-26e9-4288-a245-eade60cd861f,charles.taylor@gmail.com,Charles,Taylor,615-670-4984,37,Other,"Jul 30, 2021",Phoenix,AZ,PRD_316,Reebok Outdoor Gear Sport,Sports,Outdoor Gear,Reebok,245.32,347.91,WH_021,Phoenix,AZ,US,3,credit_card,failed,true,yes,6781 Park Rd,Apt 81,Phoenix,AZ,85003,US,standard
8df0788f-aaa5-4f15-b736-d9003c1465ce,2024-01-07,19:56:50,shipped,7.5,157c58f5-2f6e-4d4c-8d88-c8f72cd741b2,thomas.lewis@gmail.com,Thomas,Lewis,(991) 349-5758,36,Other,24-Dec-2022,Phoenix,AZ,PRD_371,Reebok Nutrition Classic,Sports,Nutrition,Reebok,62.99,139.39,WH_021,Phoenix,AZ,US,8,apple_pay,success,false,0|0_alt,9716 Elm Dr,APT 982,Phoenix,AZ,85009,US,express
99092bf4-c969-4e7e-a3ba-00617ac8d9ec,"March 09, 2024",22:18:12,pending,9.83,b02071d4-6fef-4297-8eda-f092691af5ed,jack.taylor@gmail.com,Jack,Taylor,728-347-9115,32,Other,2022-10-22,San Diego,CA,PRD_383,Wilson Recovery,Sports,Recovery,Wilson,188.12,269.52,WH_037,San Diego,CA,US,7,debit_card,pending,yes,1,3041 Elm Dr,Apt 128,San Diego,CA,92103,US,express
c495a973-e69c-4fcd-baab-230c00e81937,2024/01/04,11:45:34,pending,4.05,9cdc71df-89a4-494c-aba8-e91f44e97b82,thomas.gonzalez@gmail.com,Thomas,Gonzalez,6028315902,39,other,"Aug 31, 2022",Denver,CO,PRD_484,Organic Valley Spice Premium,Groceries,Spices,Organic Valley,8.89,17.02,WH_022,Phoenix,AZ,US,8,credit_card,failed,0,no,8791 Main St,Apt 494,Denver,CO,80202,US,overnight
9675569d-a173-48e6-bcf5-52ca537025ce,08 February 2024,06:51:29,delivered,$5.62,1ee3407d-835f-478e-ad53-625617339b53,gary.king@gmail.com,Gary,King,(466) 319-6132,80,M,28-Dec-2023,Charlotte,NC,PRD_035,Sony Headphone Ultra,Electronics,Headphones,Sony,669.1,1599.76,WH_047,San Jose,CA,US,5,google_pay,success,no,no,8634 First St,,Charlotte,NC,28206,US,overnight
21725f07-859a-4a1a-93d6-a1637aaf089a,"Jan 07, 2024",05:07:46,shipped,5.63,428f5d44-133c-402a-ae35-ab1f92a80431,anthony.lee@gmail.com,Anthony,Lee,439-276-4321,67,Other,24 June 2023,Baltimore,MD,PRD_490,Nestle Organic Food Sport,Groceries,Organic Foods,Nestle,20.75,46.82,WH_016,Houston,TX,US,9,google_pay,success,1,1,3436 Main St,Apt 375|Apt 375_alt,Baltimore,MD,21209,US,standard
a6495d30-0445-4c22-8023-05e998a423eb,"March 06, 2024",09:40:15,cancelled,3.54,e6d26f53-2b92-422e-a6da-1414ddda64ec,william.lopez@gmail.com,William,Lopez,881-461-7132,61ERROR,F,2022/06/27,San Jose,CA,PRD_406,Pepsi Dairy Classic,Groceries,Dairy,Pepsi,17.93,41.88,WH_037,San Diego,CA,US,4,paypal,failed,true,1,8426 Park Rd,Apt 104,San Jose,CA,95105,US,express
6760a9cc-980d-44c1-8ec8-7745da2a569c,"Mar 06, 2024",20:53:21,pending,8.37,b32e4b4e-13b4-4972-9a97-7dae04139730,david.moore@gmail.com,David,Moore,6054811132,73,Other,23-Feb-2022,New York,NY,PRD_157,Asics Jean,Apparel,Jeans,Asics,103.06,228.04,WH_032,San Antonio,TX,US,2,debit_card,pending,yes,true,6921 Cedar Ave,APT 845,Seattle,WA,98109,US,express
41526eb4-e42f-4be5-b4ea-3a549a1542d5,17-Feb-2024,20:51:31,pending,2.29,bdf046ff-44d0-41b2-9c5e-1d5d4d420d6a,patrick.sanchez@gmail.com,Patrick,Sanchez,7573028276,55,M,2023/06/24,Phoenix,AZ,PRD_380,Reebok Nutrition Classic,Sports,Nutrition,Reebok,98.78,244.09,WH_027,Philadelphia,PA,US,8,credit_card,failed,0,0,303 Maple St,Apt 902,Phoenix,AZ,85009,US,overnight
3f797189-f114-4e43-b2b4-bdf227fb991e,28-Mar-2024,12:30:45,pending,3.34,23467a37-090c-432c-9991-1d059eb91dbb,james.mitchell@gmail.com,James,Mitchell,+16734552235,69,Other,2023/11/04,Fort Worth,TX,PRD_334,Under Armour Running Shoe Sport,Sports,Running Shoes,Under Armour,326.25,514.79,WH_032,San Antonio,TX,US,4,google_pay,failed,pending,pending,3585 Cedar Ave,,Dallas,TX,75210,US,standard
7cb912ba-e35e-43a8-9c5e-236a65d17e71,2024-01-28,18:29:34,delivered,7.76,c0c1382e-3483-41b6-bc8e-97a6f023e800,samuel.campbell@gmail.com,Samuel,Campbell,411-388-1058,54,M,2022-08-06,Phoenix,AZ,PRD_339,Spalding Yoga Equipment Sport,Sports,Yoga Equipment,Spalding,369.96,557.79,WH_023,Phoenix,AZ,US,1,debit_card,success,0|0_alt,false,5333 Cedar Ave,APT 831,Phoenix,AZ,85002,US,overnight
6b0aeda8-98f8-44bc-93cb-13a88aa3befd,"January 13, 2024",08:38:04,pending,9.37,fb6ca465-95ed-49b0-a75a-46988c490708,thomas.nguyen@gmail.com,Thomas,Nguyen,8612602465,32,Other,28 March 2023,Los Angeles,CA,PRD_117,Puma Dresse Premium,Apparel,Dresses,Puma,97.22,131.68,WH_040,San Diego,CA,US,7,apple_pay,pending,1,true,3786 Park Rd,Apt 298,Los Angeles,CA,90002,US,standard
6b3fa48c-6b7b-4f20-9757-0e6de8abf926,"Jan 29, 2024",12:52:35,delivered,5.24,15c6c8ac-60b4-4a65-8044-284342edb2c6,brian.scott@gmail.com,Brian,Scott,+19684649991,57,Other,"December 17, 2022",Denver,CO,PRD_437,Kellogg Snack Deluxe,Groceries,Snacks,Kellogg,22.93,42.98,WH_025,Phoenix,AZ,US,7,google_pay,success,0,false,7825 Park Rd,apt 411,Austin,TX,78714,US,standard
ec30c673-aa47-4e00-a987-590c465d9143,10 February 2024,00:04:12,pending,3.07,aa0368c3-02ba-4a89-b2ca-41f09239eed9,william.torres@gmail.com,William,Torres,+12436461307,76,M,2023-08-25,Jacksonville,FL,PRD_018,Asus Speaker Max,Electronics,Speakers,Asus,944.28,1840.56,WH_001,New York,NY,US,3,google_pay,failed,0,no,2600 Cedar Ave,,Jacksonville,FL,32208,US,standard
1d9feb90-c52d-4462-8c9e-8c895ba57c19,2024-03-04,08:59:31,delivered,6.86,dafe13c7-4ddb-4b0b-8034-d6f6f76b71a4,mark.martinez@gmail.com,Mark,Martinez,910-828-6846,60,Other,"June 11, 2021",Denver,CO,PRD_446,General Mills Beverage Sport,Groceries,Beverages,General Mills,4.36,8.14,WH_024,Phoenix,AZ,US,10,google_pay,success,0|0_alt,false,4530 Oak Ave,Apt 679,Chicago,IL,60605,US,standard
f5214742-e0c4-40ac-8323-e9a7fb654df4,"January 27, 2024",17:37:52,shipped,5.29,513d1b4c-8f5b-489a-9109-c965232f85a9,john.young@gmail.com,John,Young,9008142983,68,M,2023/03/10,Chicago,IL,PRD_146,Zara T-Shirt Premium,Apparel,T-Shirts,Zara,143.98,192.55,WH_011,Chicago,IL,US,4,credit_card,success,1,yes,8628 Maple St,  Apt 662  ,Chicago,IL,60603,US,standard
1de79654-3d4f-4a31-8073-732887bc8860,"March 14, 2024",18:26:12,pending,7.64,b00b961b-8114-47ea-98c0-eeaa24049e4e,joseph.ramirez@gmail.com,Joseph,Ramirez,9349368842,44,F,"July 10, 2021",Seattle,WA,PRD_375,Spalding Nutrition Deluxe,Sports,Nutrition,Spalding,245.82,404.33,WH_009,Los Angeles,CA,US,2,google_pay,pending,yes,yes,7022 Cedar Ave,Apt 895|Apt 895_alt,Seattle,WA,98102,US,express
a7910658-b70d-4c82-b742-23163fa60438,2024/01/02,13:40:31,delivered,9.98,727019df-c92c-490b-8446-dbf57f8ef9da,andrew.moore@gmail.com,Andrew,Moore,8318756008,27,Other,16 January 2023,Dallas,TX,PRD_480,General Mills Spice Classic,Groceries,Spices,General Mills,9.62,12.11,WH_017,Houston,TX,US,6,debit_card,success,yes,true,1931 Cedar Ave,Apt 244,Dallas,TX,75206,US,overnight
829d853f-8be7-4dcf-a8d7-aa29aa0d8e7a,2024/02/18,15:27:24,delivered,5.03,be58ef33-e70c-4777-8772-9ca907effd1e,george.clark@gmail.com,George,Clark,(662) 292-9202,29,Other,14 July 2022,Austin,TX,PRD_289,Pampers Senior Care Premium,Healthcare,Senior Care,Pampers,53.11,67.25,WH_020,Houston,TX,US,2,debit_card,success,1,1,3671 Second Ave,Apt 487,Austin,TX,78710,US,express
f7dfbc99-89ad-4367-9042-a9343a54b9b4,2024-01-27,04:11:07,pending,3.04,becf6619-c522-45ac-9dbe-2433e74e1eb2,thomas.garcia@gmail.com,Thomas,Garcia,+12755959261,66,Other,"Aug 11, 2022",Phoenix,AZ,PRD_037,Sony Tablet,Electronics,Tablets,Sony,234.64,298.03,WH_023,Phoenix,AZ,US,9,paypal,pending,no,0,5215 Oak Ave,Apt 102,Phoenix,AZ,85007,US,overnight
550e744a-fb99-4dcb-8e95-a737ec6c67f1,29 March 2024,01:02:54,pending,2.68,d4fb2089-a9f6-4f0b-a02a-c1eec791cc17,richard.young@gmail.com,Richard,Young,595-283-7142,19,F,"Mar 21, 2022",Charlotte,NC,PRD_112,H&M Pant Premium,Apparel,Pants,H&M,203.67,298.76,WH_032,San Antonio,TX,US,2,credit_card,pending,0,0,5091 Oak Ave,Apt 405|Apt 405_alt,Charlotte,NC,28208,US,overnight
b281d13d-0ed0-42d2-a5e0-c2b26fec9734,"February 07, 2024",03:35:34,pending,9.09,196ef1ed-f116-4c04-8c03-b2cda2d6315d,james.martinez@gmail.com,James,Martinez,5872805803,,F,"Mar 22, 2022",San Diego,CA,PRD_154,Adidas Jean Deluxe,Apparel,Jeans,Adidas,67.79,133.51,WH_029,Philadelphia,PA,US,8,apple_pay,pending,no,no,8674 Maple St,Apt 598,San Diego,CA,92101,US,overnight
7fd21a54-23ab-4346-bf4c-971c3c387aab,31 January 2024,03:59:47,delivered,0.92,025fdba2-ca25-4122-828d-8f92944c7843,thomas.nelson@gmail.com,Thomas,Nelson,7367053198,47,F,"March 15, 2022",Jacksonville,FL,PRD_061,LG Washing Machine Ultra,Electronics,Washing Machines,LG,248.29,380.83,WH_001,New York,NY,US,9,apple_pay,success,0,0,817 First St,apt 371,Jacksonville,FL,32209,US,standard
48fb3994-13d1-40d9-8c95-9ecc9e38c7b0,2024-02-19,06:02:57,shipped,6.6,bacd408f-1746-4ccb-9abd-bf03b9eeb281,christopher.garcia@gmail.com,Christopher,Garcia,+15826259998,66,Other,"Mar 26, 2022",San Antonio,TX,PRD_009,Samsung Smartphone Max,Electronics,Smartphones,Samsung,1719.77,2482.87,WH_032,San Antonio,TX,US,9,credit_card,success,true,true,3010 Main St,,San Antonio,TX,78211,US,express
27f5e7de-9525-492e-bc20-4f0039c10c99,2024-01-30,01:00:07,shipped,3.2,1d642d1e-6009-423b-b3e4-0383da46b8d5,joshua.thomas@gmail.com,Joshua,Thomas,+17297466172,37,F,2022/12/26,Columbus,OH,PRD_105,H&M Shirt Sport,Apparel,Shirts,H&M,46.0,61.62,WH_034,San Antonio,TX,US,3,credit_card,success,no,0,3141 Main St,,Columbus,OH,43206,US,standard
d396bc33-5555-489b-9236-3a2c561e55f8,21 February 2024,19:46:17,pending,7.06,25d81be2-cabc-430b-ba1d-bd97e52755a1,william.johnson@gmail.com,William,Johnson,311-662-9254,78,Other,"May 07, 2022",San Jose,CA,PRD_265,Oral-B Eye Care,Healthcare,Eye Care,Oral-B,58.77,99.0,WH_036,San Diego,CA,US,5,google_pay,failed,true,1,9431 Cedar Ave,Apt 683,San Jose,CA,95103,US,express
2b5f6aeb-ab76-45e3-b98d-841b500aed58,19 January 2024,07:14:14,cancelled,3.66,f5ba36a7-dcdb-4717-9a45-73da1319aea7,donald.hill@gmail.com,Donald,Hill,7123227253,37,F,2022/01/10,Philadelphia,PA,PRD_416,Nestle Dairy Premium,Groceries,Dairy,Nestle,31.99,49.88,WH_004,New York,NY,US,3,apple_pay,failed,false,false,2828 Second Ave,Apt 839,Philadelphia,PA,19109,US,overnight
19f420e5-f0b3-4c84-b2c1-02f215e83865,20 March 2024,18:48:17,cancelled,1.52,9cdc71df-89a4-494c-aba8-e91f44e97b82,thomas.gonzalez@gmail.com,Thomas,Gonzalez,6028315902,39,Other,2022/05/20,San Diego,CA,PRD_295,Reebok Fitness Equipment,Sports,Fitness Equipment,Reebok,215.2,406.41,WH_006,Los Angeles,CA,US,7,google_pay,failed,no,no,4601 First St,Apt 768,San Diego,CA,92110,US,express
d2d0ffa7-8ab1-4205-a71d-60d50384a0c4,24 February 2024,11:53:15,cancelled,6.01,64a82957-3b5b-4f66-9ccb-fe090ecc5663,paul.campbell@gmail.com,Paul,Campbell,357.224.8523,20,M,2021-10-16,Jacksonville,FL,PRD_254,Neutrogena Dental Care Deluxe,Healthcare,Dental Care,Neutrogena,88.71,141.41,WH_026,Philadelphia,PA,US,6,google_pay,failed,false,0,2743 Cedar Ave,  Apt 335  ,Jacksonville,FL,32209,US,overnight
b367e6cc-9db3-4b0b-8523-d4dee5754352,2024/03/28,17:37:20,pending|pending_alt,6.75,a121b4b2-d671-4b0c-9b6a-62cf9ffcf245,james.hall@gmail.com,James,Hall,(620) 678-1887,21,F,2021-05-05,Charlotte,NC,PRD_165,Gap Jean Deluxe,Apparel,Jeans,Gap,171.37,251.09,WH_026,Philadelphia,PA,US,6,paypal,failed,yes,1,800 Second Ave,APT 600,Charlotte,NC,28201,US,express
9511cac9-4b4e-4348-b7ec-3a69bacc7be2,2024-03-21,05:51:52,,2.22,cae1ce08-b094-442c-9dcb-6862fdeeb0cb,paul.thompson@gmail.com,Paul,Thompson,(723) 912-5712,150,F,25-May-2021,New York,NY,PRD_078,HP Refrigerator Mini,Electronics,Refrigerators,HP,1392.8,2226.62,WH_001,New York,NY,US,10,apple_pay,success,pending,pending,1357 Main St,Apt 259,New York,NY,10004,US,express
5ec02094-fb30-4d2b-a180-c7b0b9ead290,"Mar 24, 2024",17:39:01,delivered,8.9,bc2aef7c-28d2-4615-8f73-e9c1095991de,justin.lee@gmail.com,Justin,Lee,887.981.1183,27,F,04-Sep-2023,NEW YORK,NY,PRD_462,Pepsi Frozen Food Deluxe,Groceries,Frozen Foods,Pepsi,10.42,14.19,WH_002,New York,NY,US,5,apple_pay,success,no,0,3221 Second Ave,APT 765,New York,NY,10002,US,express
a956e0a4-ad6a-4354-9da9-7371d35049de,2024-02-04,02:36:47,pending,7.16,69f1d065-97bf-4d3a-8a33-a789ad304443,joseph.white@gmail.com,Joseph,White,928.926.3852,50,M,22 August 2023,San Jose,CA,PRD_326,Adidas Team Sport Premium,Sports,Team Sports,Adidas,271.28,343.53,WH_050,San Jose,CA,US,7,credit_card,failed,true,1,5467 First St,Apt 971,San Jose,CA,95104,US,standard
7790897e-4c0d-4740-b413-a28e31b368e5,"February 22, 2024",08:51:31,delivered,6.29,843ea03d-df04-4c44-8ba5-5650c285ae0c,john.rodriguez@gmail.com,John,Rodriguez,481.650.2269,33,F,2022-03-06,Chicago,IL,PRD_432,Coca Cola Snack Deluxe,Groceries,Snacks,Coca Cola,27.87,40.29,WH_014,Chicago,IL,US,10,apple_pay,success,no,false,6140 Maple St,Apt 2|Apt 2_alt,Chicago,IL,60612,US,standard
a3e36158-59ea-4aca-b7a0-a263ae214f52,2024-02-18,07:54:26,pending,2.86,65972d45-f0e0-4b01-9c83-3441912eb3b2,george.ramirez@gmail.com,George,Ramirez,+19127593216,44,F,2023-10-15,Philadelphia,PA,PRD_279,Neutrogena Supplement Premium,Healthcare,Supplements,Neutrogena,19.34,43.3,WH_026,Philadelphia,PA,US,9,debit_card,pending,true,1,1710 Park Rd,Apt 570|Apt 570_alt,Philadelphia,PA,19105,US,express
7c2d7c55-98e0-4362-9f26-66bea160f101,25-Jan-2024,14:39:10,pending,,30afb163-91e3-4738-998f-80984e225969,william.white@gmail.com,William,White,(346) 779-7566,27,Other,04-Apr-2022,Baltimore,MD,PRD_241,Oral-B Skincare Classic,Healthcare,Skincare,Oral-B,74.68,95.13,WH_040,San Diego,CA,US,10,credit_card,pending,0,false,6830 Main St,Apt 783,Baltimore,MD,21210,  US  ,standard
2fb1b3d9-0567-40bb-a65b-6be1e41df368,"March 03, 2024",07:17:06|07:17:06_alt,pending,1.95,f3434c00-e9cd-44a1-a488-f4bee1d78e84,christopher.wright@gmail.com,Christopher,Wright,626.618.3444,42,M,"Jul 28, 2023",Houston,TX,PRD_068,Apple Washing Machine Ultra,Electronics,Washing Machines,Apple,1217.1,1733.73,WH_017,Houston,TX,US,1,paypal,pending,1,yes,2528 Maple St,Apt 311,Houston,TX,77011,US,overnight
3514b395-fd31-455f-8d6d-911dab4898d4,02-Feb-2024,09:27:37,pending,4.16,a0b4b57e-77f5-4ebe-8250-0813b303294d,robert.anderson@gmail.com,Robert,Anderson,(920) 509-9666,999,Other,30-Jun-2021,Boston,MA,PRD_017,Dell Laptop Max,Electronics,Laptops,Dell,856.11,1691.54,WH_001,New York,NY,US,7,,failed,0,0,7939 Second Ave,Apt 385,Fort Worth,TX,76103,US,standard
cfebf180-72f0-4dbb-a991-d6bc6a23a350,"March 21, 2024",12:28:13,shipped,9.36,1e28009c-08a9-4f16-b5e9-f58b001912c4,david.clark@gmail.com,David,Clark,368.463.8894,65,F,01 June 2022,Phoenix,AZ,PRD_303,Puma Fitness Equipment Sport,Sports,Fitness Equipment,Puma,14.65,21.49,WH_038,San Diego,CA,US,3,debit_card,success,yes,true,8123 Elm Dr,Apt 640|Apt 640_alt,Phoenix,AZ,85006,US,overnight
77ce1cfa-3a4a-4eee-ae83-286b4dc0e428,06 January 2024,02:26:45,pending,2.81,acac8dad-5d42-4fbe-9bab-2ccad15a2f7a,william.thompson@gmail.com,William,Thompson,980.516.6567,18,M,16-Apr-2021,Boston,MA,PRD_314,Spalding Outdoor Gear Deluxe,Sports,Outdoor Gear,Spalding,372.05,496.34,WH_003,New York,NY,US,4,google_pay,pending,,false,3379 Maple St,Apt 704,San Jose,CA,95110,US,standard
644bcd8d-4827-443b-9fd0-9a9db3e7aac1,2024/03/30,04:47:56,pending,3.11,b6404c32-bce9-4020-a110-e8668bdd93e9,william.king@gmail.com,William,King,(496) 535-2965,49,Other,2022/02/10,Austin,TX,PRD_277,Colgate Supplement Classic,Healthcare,Supplements,Colgate,75.4,119.21,WH_018,Houston,TX,US,3,paypal,pending,true,true,9395 Oak Ave,Apt 936,Austin,TX,78703,US,express
